CommunityName,Category,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
HIGHWOOD,Commercial Break & Enter,1,2,1,1,,,,,,1,1,1
HIGHWOOD,Theft OF Vehicle,1,1,1,2,2,1,,1,1,,,
HIGHWOOD,Theft FROM Vehicle,,5,3,5,1,3,2,4,5,1,1,
HIGHWOOD,Social Disorder,16,14,13,19,11,16,18,12,12,11,8,11
HIGHWOOD,Physical Disorder,,,,,,1,2,1,,,,2
,,,,,,,,,,,,,
HILLHURST,Assault (Non-domestic),3,4,4,1,3,4,1,1,3,3,1,3
HILLHURST,Commercial Robbery,,,,,,,,,2,,,
HILLHURST,Street Robbery,,,,,,,,1,,,,
HILLHURST,Violence  'Other' (Non-domestic),1,1,1,1,2,1,1,,,,1,1
HILLHURST,Residential Break & Enter,10,2,4,10,11,2,5,4,3,6,2,2
HILLHURST,Commercial Break & Enter,2,1,4,2,1,4,4,5,5,4,4,5
HILLHURST,Theft OF Vehicle,1,2,4,6,2,2,1,,4,3,4,6
HILLHURST,Theft FROM Vehicle,5,3,10,9,6,11,10,5,5,7,6,4
HILLHURST,Social Disorder,55,49,51,68,54,87,88,87,90,71,53,53
HILLHURST,Physical Disorder,4,5,6,13,6,2,7,6,9,8,4,3
,,,,,,,,,,,,,
HORIZON,Assault (Non-domestic),1,2,1,,3,,,3,1,3,,
HORIZON,Commercial Robbery,,,,,,1,4,,,,,
HORIZON,Street Robbery,,1,,,,,3,,,,,1
HORIZON,Violence  'Other' (Non-domestic),,,,,,,1,,,1,,
HORIZON,Residential Break & Enter,,,,,1,,,,,,,
HORIZON,Commercial Break & Enter,2,1,2,1,4,,1,2,1,1,1,
HORIZON,Theft OF Vehicle,2,2,1,1,2,,3,3,1,,2,1
HORIZON,Theft FROM Vehicle,,2,1,8,1,4,7,8,4,1,1,7
HORIZON,Social Disorder,22,34,29,24,37,41,28,31,22,34,34,25
HORIZON,Physical Disorder,4,6,3,3,2,2,1,2,4,1,2,3
,,,,,,,,,,,,,
HOUNSFIELD HEIGHTS/BRIAR HILL,Assault (Non-domestic),1,,,,,2,1,1,2,2,3,
HOUNSFIELD HEIGHTS/BRIAR HILL,Commercial Robbery,,,,,,,,,,,,
HOUNSFIELD HEIGHTS/BRIAR HILL,Street Robbery,,1,,,,,,,,,,
HOUNSFIELD HEIGHTS/BRIAR HILL,Violence  'Other' (Non-domestic),,,1,2,1,,,,1,,,1
HOUNSFIELD HEIGHTS/BRIAR HILL,Residential Break & Enter,,3,4,4,1,,1,1,,1,2,
HOUNSFIELD HEIGHTS/BRIAR HILL,Commercial Break & Enter,3,3,2,2,1,,,2,2,2,,2
HOUNSFIELD HEIGHTS/BRIAR HILL,Theft OF Vehicle,2,3,1,3,,,1,,5,,1,2
HOUNSFIELD HEIGHTS/BRIAR HILL,Theft FROM Vehicle,3,3,5,5,6,6,3,5,1,1,1,3
HOUNSFIELD HEIGHTS/BRIAR HILL,Social Disorder,26,25,22,30,43,29,30,36,45,40,35,25
HOUNSFIELD HEIGHTS/BRIAR HILL,Physical Disorder,1,1,3,1,,2,2,2,2,1,1,2
,,,,,,,,,,,,,
HUNTINGTON HILLS,Assault (Non-domestic),7,1,4,,,2,2,4,3,1,4,2
HUNTINGTON HILLS,Commercial Robbery,,,1,,,1,,,,1,,
HUNTINGTON HILLS,Street Robbery,,1,1,,,,1,,1,3,,
HUNTINGTON HILLS,Violence  'Other' (Non-domestic),1,2,1,1,3,1,,1,1,2,1,1
HUNTINGTON HILLS,Residential Break & Enter,4,7,2,,2,5,6,2,2,3,3,5
HUNTINGTON HILLS,Commercial Break & Enter,1,2,,1,6,5,,,3,1,2,1
HUNTINGTON HILLS,Theft OF Vehicle,6,4,1,8,5,2,5,3,3,6,2,3
HUNTINGTON HILLS,Theft FROM Vehicle,8,8,6,7,5,10,16,4,14,16,14,10
HUNTINGTON HILLS,Social Disorder,68,68,68,71,81,72,74,77,76,72,58,49
HUNTINGTON HILLS,Physical Disorder,7,6,5,9,10,7,18,9,9,4,6,4
,,,,,,,,,,,,,
INGLEWOOD,Assault (Non-domestic),,,1,,1,,1,2,1,,,1
INGLEWOOD,Commercial Robbery,,,1,,,,,,,,,
INGLEWOOD,Street Robbery,,1,,,,,,,,,1,
INGLEWOOD,Violence  'Other' (Non-domestic),,1,,,,,,,1,,1,
INGLEWOOD,Residential Break & Enter,2,1,2,2,1,2,3,2,2,3,6,1
INGLEWOOD,Commercial Break & Enter,2,9,1,2,2,2,8,3,,2,3,
INGLEWOOD,Theft OF Vehicle,,1,,3,,2,3,,,4,3,3
INGLEWOOD,Theft FROM Vehicle,3,8,4,3,9,5,10,12,7,7,8,6
INGLEWOOD,Social Disorder,23,27,33,45,30,37,57,37,41,32,41,23
INGLEWOOD,Physical Disorder,3,1,1,2,6,5,3,3,2,7,1,1
,,,,,,,,,,,,,
KELVIN GROVE,Assault (Non-domestic),1,3,2,,2,1,2,,2,,2,
KELVIN GROVE,Commercial Robbery,,,,,,,,,,,,
KELVIN GROVE,Street Robbery,,,,,,,,,,,,
KELVIN GROVE,Violence  'Other' (Non-domestic),,,,,1,,,,,,2,1
KELVIN GROVE,Residential Break & Enter,1,2,2,,2,3,,,1,1,1,
KELVIN GROVE,Commercial Break & Enter,,,4,1,1,,,1,,1,,
KELVIN GROVE,Theft OF Vehicle,1,3,,,2,2,1,,1,2,,
KELVIN GROVE,Theft FROM Vehicle,1,3,3,9,2,4,4,2,3,4,,
KELVIN GROVE,Social Disorder,12,16,24,25,22,33,24,16,17,20,19,15
KELVIN GROVE,Physical Disorder,,1,,3,,3,2,,1,,,
,,,,,,,,,,,,,
KILLARNEY/GLENGARRY,Assault (Non-domestic),1,,2,1,2,,2,1,2,2,1,1
KILLARNEY/GLENGARRY,Commercial Robbery,,1,2,,1,,,,,,,2
KILLARNEY/GLENGARRY,Street Robbery,,,,,,,,,1,,,
KILLARNEY/GLENGARRY,Violence  'Other' (Non-domestic),1,,2,,,,1,,,2,2,1
KILLARNEY/GLENGARRY,Residential Break & Enter,5,4,6,4,3,8,6,8,3,1,9,1
KILLARNEY/GLENGARRY,Commercial Break & Enter,,3,3,1,,2,1,1,3,4,4,
KILLARNEY/GLENGARRY,Theft OF Vehicle,2,4,1,5,6,3,3,4,,5,2,7
KILLARNEY/GLENGARRY,Theft FROM Vehicle,6,10,3,9,7,7,10,7,12,10,9,10
KILLARNEY/GLENGARRY,Social Disorder,74,76,55,57,53,45,80,69,55,69,71,83
KILLARNEY/GLENGARRY,Physical Disorder,1,4,1,2,3,4,3,2,2,2,1,2
,,,,,,,,,,,,,
KINCORA,Assault (Non-domestic),1,,,,,,,1,,,,
KINCORA,Commercial Robbery,,,,,,,,,,,,
KINCORA,Street Robbery,,,,,,,,,1,,,
KINCORA,Violence  'Other' (Non-domestic),,,,,,,1,,,,,
KINCORA,Residential Break & Enter,3,,,3,,,,2,,1,1,
KINCORA,Commercial Break & Enter,,,,,,,,,,,,
KINCORA,Theft OF Vehicle,4,1,1,,,1,,,1,1,2,1
KINCORA,Theft FROM Vehicle,,,,3,4,2,2,2,1,9,2,
KINCORA,Social Disorder,6,5,12,13,5,3,14,6,7,7,2,4
KINCORA,Physical Disorder,,,2,1,1,,2,3,,2,,2
,,,,,,,,,,,,,
KINGSLAND,Assault (Non-domestic),1,1,3,,1,1,1,,,,1,
KINGSLAND,Commercial Robbery,,1,,,,,,1,,,1,
KINGSLAND,Street Robbery,,,1,,,,,,,,1,
KINGSLAND,Violence  'Other' (Non-domestic),,,,,,,,1,,1,3,
KINGSLAND,Residential Break & Enter,1,1,3,2,7,3,4,3,1,3,3,1
KINGSLAND,Commercial Break & Enter,2,3,3,1,,1,1,1,3,2,1,1
KINGSLAND,Theft OF Vehicle,2,1,6,4,1,4,2,4,3,1,1,1
KINGSLAND,Theft FROM Vehicle,4,8,13,4,5,5,5,8,4,11,6,10
KINGSLAND,Social Disorder,34,41,56,45,50,62,64,71,44,53,69,39
KINGSLAND,Physical Disorder,4,1,8,4,3,2,6,4,6,,,2
,,,,,,,,,,,,,
LAKE BONAVISTA,Assault (Non-domestic),2,,,1,1,1,,,,,,
LAKE BONAVISTA,Commercial Robbery,5,,,1,,,,,,,,
LAKE BONAVISTA,Street Robbery,,,,,,,,,1,,,
LAKE BONAVISTA,Violence  'Other' (Non-domestic),,,,,,,,1,,,,1
LAKE BONAVISTA,Residential Break & Enter,2,3,9,4,2,2,5,11,8,6,7,3
LAKE BONAVISTA,Commercial Break & Enter,5,3,1,3,5,,3,3,5,1,4,
LAKE BONAVISTA,Theft OF Vehicle,1,3,2,3,2,2,4,3,5,3,2,3
LAKE BONAVISTA,Theft FROM Vehicle,8,7,15,1,17,10,6,13,8,10,9,7
LAKE BONAVISTA,Social Disorder,19,29,45,47,50,36,38,46,25,32,32,26
LAKE BONAVISTA,Physical Disorder,1,2,1,9,5,10,1,7,3,1,,1
,,,,,,,,,,,,,
LAKEVIEW,Assault (Non-domestic),,,1,,,1,,,,,,1
LAKEVIEW,Commercial Robbery,,,,,,,,,,,,
LAKEVIEW,Street Robbery,,,,,,,,,,,,
LAKEVIEW,Violence  'Other' (Non-domestic),,,,,,,,,1,,,
LAKEVIEW,Residential Break & Enter,3,3,,1,1,1,3,1,6,1,1,4
LAKEVIEW,Commercial Break & Enter,,,,,,,,,,,,
LAKEVIEW,Theft OF Vehicle,,,,1,,1,1,,,3,1,1
LAKEVIEW,Theft FROM Vehicle,2,2,,3,4,2,2,4,11,1,4,4
LAKEVIEW,Social Disorder,12,10,21,17,13,17,12,13,24,12,13,15
LAKEVIEW,Physical Disorder,,2,2,1,3,,2,1,3,,,
,,,,,,,,,,,,,
LEGACY,Assault (Non-domestic),,,,,,,2,,,,,
LEGACY,Commercial Robbery,,,,,,,,,,,,
LEGACY,Street Robbery,,,,,,,,,,,,
LEGACY,Violence  'Other' (Non-domestic),,1,,,,,,,,,,
LEGACY,Residential Break & Enter,,,1,,,,,,1,,,
LEGACY,Commercial Break & Enter,,,,,,,,,1,,1,5
LEGACY,Theft OF Vehicle,,1,,,,,,,,2,,1
LEGACY,Theft FROM Vehicle,,1,1,1,,,1,,2,,1,1
LEGACY,Social Disorder,5,5,7,8,4,9,2,6,9,8,9,5
LEGACY,Physical Disorder,,,,2,,1,2,1,,4,,
,,,,,,,,,,,,,
LINCOLN PARK,Assault (Non-domestic),,,1,,,,,1,,,1,2
LINCOLN PARK,Commercial Robbery,,,,,,,,,,,,
LINCOLN PARK,Street Robbery,,1,1,,,,,,,,,
LINCOLN PARK,Violence  'Other' (Non-domestic),2,,,,1,,1,1,,1,1,2
LINCOLN PARK,Residential Break & Enter,,,1,2,,1,,2,,,,
LINCOLN PARK,Commercial Break & Enter,3,,,1,,2,3,,,,1,1
LINCOLN PARK,Theft OF Vehicle,,,,2,1,,2,,2,,,1
LINCOLN PARK,Theft FROM Vehicle,3,,2,4,,1,4,2,4,,2,1
LINCOLN PARK,Social Disorder,7,4,6,7,9,17,10,11,13,17,14,11
LINCOLN PARK,Physical Disorder,1,,5,1,,3,,2,2,3,1,1
,,,,,,,,,,,,,
LIVINGSTON,Assault (Non-domestic),,,,,,,,,,,,
LIVINGSTON,Commercial Robbery,,,,,,,,,,,,
LIVINGSTON,Street Robbery,,,,,,,,,,,,
LIVINGSTON,Violence  'Other' (Non-domestic),,,,,,,,,,,,
LIVINGSTON,Residential Break & Enter,,,,,,,,,,,,
LIVINGSTON,Commercial Break & Enter,,,,,,,,,,,1,
LIVINGSTON,Theft OF Vehicle,,,,,,,,,,,,
LIVINGSTON,Theft FROM Vehicle,,,,,,,,,,,,
LIVINGSTON,Social Disorder,,,2,1,,,,,,,,
LIVINGSTON,Physical Disorder,,1,,1,,1,,,,,,
,,,,,,,,,,,,,
LOWER MOUNT ROYAL,Assault (Non-domestic),,,1,2,2,4,2,,1,1,1,2
LOWER MOUNT ROYAL,Commercial Robbery,,1,,,,,,,,,,
LOWER MOUNT ROYAL,Street Robbery,,,1,,,,,,,,,
LOWER MOUNT ROYAL,Violence  'Other' (Non-domestic),,,,2,,,2,,,,1,1
LOWER MOUNT ROYAL,Residential Break & Enter,1,1,2,2,1,2,1,1,4,2,1,
LOWER MOUNT ROYAL,Commercial Break & Enter,,1,6,,4,1,1,,3,2,4,1
LOWER MOUNT ROYAL,Theft OF Vehicle,1,2,2,2,3,2,,3,5,7,2,4
LOWER MOUNT ROYAL,Theft FROM Vehicle,6,8,5,7,4,10,5,14,6,11,21,11
LOWER MOUNT ROYAL,Social Disorder,52,62,89,69,94,80,77,78,86,84,77,57
LOWER MOUNT ROYAL,Physical Disorder,6,,3,3,5,5,4,4,6,4,4,4
,,,,,,,,,,,,,
MACEWAN GLEN,Assault (Non-domestic),,,,,,2,2,,,1,,2
MACEWAN GLEN,Commercial Robbery,1,,,,,,,,,,,
MACEWAN GLEN,Street Robbery,,,,,,1,,,,,,
MACEWAN GLEN,Violence  'Other' (Non-domestic),,,,,,,1,,,,,1
MACEWAN GLEN,Residential Break & Enter,1,2,1,,,4,,1,1,,1,
MACEWAN GLEN,Commercial Break & Enter,,,,,,,1,,,1,,
MACEWAN GLEN,Theft OF Vehicle,4,1,,1,1,,1,1,3,1,,
MACEWAN GLEN,Theft FROM Vehicle,1,1,2,1,1,,2,1,1,2,1,3
MACEWAN GLEN,Social Disorder,6,1,9,12,6,16,13,10,11,11,8,7
MACEWAN GLEN,Physical Disorder,,1,1,,1,,1,2,2,,1,
,,,,,,,,,,,,,
MAHOGANY,Assault (Non-domestic),,1,,1,,,,,,,,
MAHOGANY,Commercial Robbery,,,,,,,,,,,,
MAHOGANY,Street Robbery,,,,,,,,,,,,
MAHOGANY,Violence  'Other' (Non-domestic),,,,,,,,,,,,
MAHOGANY,Residential Break & Enter,,,1,1,1,,1,,9,2,2,
MAHOGANY,Commercial Break & Enter,,2,,,,,,1,,,,
MAHOGANY,Theft OF Vehicle,2,,1,,,1,1,,6,1,,4
MAHOGANY,Theft FROM Vehicle,2,,,,,4,,3,14,3,,5
MAHOGANY,Social Disorder,10,14,7,24,7,16,20,18,21,13,16,17
MAHOGANY,Physical Disorder,1,1,1,,1,1,2,1,2,3,,1
,,,,,,,,,,,,,
MANCHESTER,Assault (Non-domestic),,1,,,,1,1,,,,1,1
MANCHESTER,Commercial Robbery,,1,,,,,,,,,,
MANCHESTER,Street Robbery,,,1,,,,1,,,1,,
MANCHESTER,Violence  'Other' (Non-domestic),,,,,,,,,2,,1,
MANCHESTER,Residential Break & Enter,2,,,,,,,,1,,,
MANCHESTER,Commercial Break & Enter,2,5,3,3,2,1,3,2,1,2,,2
MANCHESTER,Theft OF Vehicle,1,2,3,3,2,1,3,3,1,3,,1
MANCHESTER,Theft FROM Vehicle,3,5,3,4,1,1,2,6,4,2,2,1
MANCHESTER,Social Disorder,36,21,25,24,35,32,33,26,34,31,23,16
MANCHESTER,Physical Disorder,2,2,,1,1,,1,1,3,,3,
,,,,,,,,,,,,,
MANCHESTER INDUSTRIAL,Assault (Non-domestic),4,2,4,2,4,4,4,1,3,2,3,1
MANCHESTER INDUSTRIAL,Commercial Robbery,1,1,,,,1,,,1,,,
MANCHESTER INDUSTRIAL,Street Robbery,1,,,1,2,1,,1,2,,1,
MANCHESTER INDUSTRIAL,Violence  'Other' (Non-domestic),,,,2,,,,2,,1,,1
MANCHESTER INDUSTRIAL,Residential Break & Enter,,1,,1,,1,1,,1,,,
MANCHESTER INDUSTRIAL,Commercial Break & Enter,4,6,16,15,21,7,13,13,4,10,5,6
MANCHESTER INDUSTRIAL,Theft OF Vehicle,3,1,8,8,5,4,3,7,7,10,4,10
MANCHESTER INDUSTRIAL,Theft FROM Vehicle,10,4,8,4,5,5,14,9,7,12,6,2
MANCHESTER INDUSTRIAL,Social Disorder,79,79,101,99,131,95,88,111,82,93,69,69
MANCHESTER INDUSTRIAL,Physical Disorder,5,1,3,6,8,2,7,10,3,5,2,4
,,,,,,,,,,,,,
MAPLE RIDGE,Assault (Non-domestic),,,,,,,,,,,1,
MAPLE RIDGE,Commercial Robbery,,,,,,,,,,,,
MAPLE RIDGE,Street Robbery,,,,,,,,,,,,
MAPLE RIDGE,Violence  'Other' (Non-domestic),,,,,,1,,,,,,
MAPLE RIDGE,Residential Break & Enter,2,5,,1,1,2,1,1,2,2,,
MAPLE RIDGE,Commercial Break & Enter,,,,,1,,,,,,,
MAPLE RIDGE,Theft OF Vehicle,,,,,,1,,1,,,,
MAPLE RIDGE,Theft FROM Vehicle,1,3,1,2,,2,2,4,4,4,3,3
MAPLE RIDGE,Social Disorder,19,11,18,15,9,13,10,12,11,6,10,8
MAPLE RIDGE,Physical Disorder,1,1,1,,3,,,,1,,3,2
,,,,,,,,,,,,,
MARLBOROUGH,Assault (Non-domestic),6,2,,4,3,1,7,3,3,4,3,1
MARLBOROUGH,Commercial Robbery,1,4,1,,,1,1,,,,,
MARLBOROUGH,Street Robbery,1,1,1,1,,1,1,,,2,,1
MARLBOROUGH,Violence  'Other' (Non-domestic),1,1,2,,1,3,,,,1,1,4
MARLBOROUGH,Residential Break & Enter,5,8,4,3,5,2,2,6,3,7,7,6
MARLBOROUGH,Commercial Break & Enter,3,,,,1,3,,1,,,2,1
MARLBOROUGH,Theft OF Vehicle,4,7,11,6,8,7,7,6,4,7,7,19
MARLBOROUGH,Theft FROM Vehicle,12,16,11,10,17,8,12,18,8,15,8,15
MARLBOROUGH,Social Disorder,74,87,126,154,134,137,149,134,95,107,98,120
MARLBOROUGH,Physical Disorder,6,5,6,8,14,7,7,4,8,10,6,3
,,,,,,,,,,,,,
MARLBOROUGH PARK,Assault (Non-domestic),2,1,2,5,3,2,,3,1,1,2,1
MARLBOROUGH PARK,Commercial Robbery,2,,1,,2,,,,,,1,
MARLBOROUGH PARK,Street Robbery,,,1,2,,,,,,,,
MARLBOROUGH PARK,Violence  'Other' (Non-domestic),2,1,1,,3,1,,,,2,2,
MARLBOROUGH PARK,Residential Break & Enter,4,7,7,1,5,5,10,6,2,,9,4
MARLBOROUGH PARK,Commercial Break & Enter,3,3,,,1,1,,3,,,2,1
MARLBOROUGH PARK,Theft OF Vehicle,12,3,4,3,9,4,7,5,6,3,6,2
MARLBOROUGH PARK,Theft FROM Vehicle,9,11,10,5,13,6,15,14,4,9,10,6
MARLBOROUGH PARK,Social Disorder,50,73,62,70,79,99,94,65,52,61,58,46
MARLBOROUGH PARK,Physical Disorder,3,5,5,7,6,6,10,4,3,1,,2
,,,,,,,,,,,,,
MARTINDALE,Assault (Non-domestic),1,3,3,1,2,1,1,5,5,7,1,1
MARTINDALE,Commercial Robbery,,,1,,,,,,,,,
MARTINDALE,Street Robbery,1,,1,,,1,2,2,1,,1,1
MARTINDALE,Violence  'Other' (Non-domestic),,1,1,1,1,,2,1,1,,3,
MARTINDALE,Residential Break & Enter,5,2,5,5,4,3,5,8,6,3,18,8
MARTINDALE,Commercial Break & Enter,,1,1,,2,,,1,1,1,1,
MARTINDALE,Theft OF Vehicle,5,4,3,4,5,6,11,3,7,6,12,14
MARTINDALE,Theft FROM Vehicle,6,6,9,9,10,6,11,6,13,14,10,12
MARTINDALE,Social Disorder,54,41,45,53,56,65,76,83,62,55,52,41
MARTINDALE,Physical Disorder,5,4,7,5,9,5,8,6,7,3,9,9
,,,,,,,,,,,,,
MAYFAIR,Assault (Non-domestic),,1,,,,,,,,,,
MAYFAIR,Commercial Robbery,,,,,,,,,,,,
MAYFAIR,Street Robbery,,,,,,,,,,,,
MAYFAIR,Violence  'Other' (Non-domestic),,,,,,,,,,,,
MAYFAIR,Residential Break & Enter,,,,1,1,,2,1,2,2,1,
MAYFAIR,Commercial Break & Enter,1,,,,,,,,,,,
MAYFAIR,Theft OF Vehicle,,,,,,,1,,,,,
MAYFAIR,Theft FROM Vehicle,,,1,1,1,2,,1,2,,,
MAYFAIR,Social Disorder,1,3,4,2,1,2,4,4,5,2,,1
MAYFAIR,Physical Disorder,1,,,2,,,,,,1,1,
,,,,,,,,,,,,,
MAYLAND,Assault (Non-domestic),1,,,,,,1,,1,,,2
MAYLAND,Commercial Robbery,,,,,,,,,,,,
MAYLAND,Street Robbery,,,,,,,,,,,,
MAYLAND,Violence  'Other' (Non-domestic),,,,,,1,,,,,,
MAYLAND,Residential Break & Enter,,,,,,,,,,,,
MAYLAND,Commercial Break & Enter,2,,1,2,2,1,1,,,,1,
MAYLAND,Theft OF Vehicle,,,1,,1,2,1,,1,,,2
MAYLAND,Theft FROM Vehicle,,2,2,,1,,,,2,1,1,1
MAYLAND,Social Disorder,3,7,8,6,7,5,7,9,6,9,1,9
MAYLAND,Physical Disorder,2,,2,2,,1,1,1,2,1,1,1
,,,,,,,,,,,,,
MAYLAND HEIGHTS,Assault (Non-domestic),,1,1,,,4,,,3,,2,
MAYLAND HEIGHTS,Commercial Robbery,,1,1,,,,1,,,,,
MAYLAND HEIGHTS,Street Robbery,,,,,,,,,,,,
MAYLAND HEIGHTS,Violence  'Other' (Non-domestic),1,,,,1,,1,1,,1,1,
MAYLAND HEIGHTS,Residential Break & Enter,3,2,3,4,,1,2,3,4,1,1,
MAYLAND HEIGHTS,Commercial Break & Enter,,1,,2,2,2,2,,2,1,1,
MAYLAND HEIGHTS,Theft OF Vehicle,5,3,6,6,1,3,2,2,2,4,2,4
MAYLAND HEIGHTS,Theft FROM Vehicle,2,16,11,4,13,12,6,8,7,9,6,7
MAYLAND HEIGHTS,Social Disorder,56,65,60,54,45,67,74,65,68,48,70,52
MAYLAND HEIGHTS,Physical Disorder,4,3,5,4,3,1,1,2,2,3,2,3
,,,,,,,,,,,,,
MCCALL,Assault (Non-domestic),,,1,,,,,,,,,
MCCALL,Commercial Robbery,1,,,,,,,,,,,
MCCALL,Street Robbery,,,,,,,,,,,,
MCCALL,Violence  'Other' (Non-domestic),,1,,,1,,,,,,,
MCCALL,Residential Break & Enter,,,,,,,,,,,,
MCCALL,Commercial Break & Enter,3,1,4,3,6,1,3,1,2,2,,2
MCCALL,Theft OF Vehicle,1,3,,1,1,1,,1,2,3,,
MCCALL,Theft FROM Vehicle,1,4,7,1,1,4,3,3,,1,1,
MCCALL,Social Disorder,10,9,4,4,10,4,4,2,3,8,6,1
MCCALL,Physical Disorder,1,,1,2,,,,,1,,1,
,,,,,,,,,,,,,
MCKENZIE LAKE,Assault (Non-domestic),,,,,1,,,,2,,,
MCKENZIE LAKE,Commercial Robbery,,,,,,,,,1,,,
MCKENZIE LAKE,Street Robbery,,,,,,,1,,,,,
MCKENZIE LAKE,Violence  'Other' (Non-domestic),1,,,,,,,,2,1,1,
MCKENZIE LAKE,Residential Break & Enter,3,3,1,4,2,6,1,3,2,5,1,
MCKENZIE LAKE,Commercial Break & Enter,,,,,,1,,2,,1,,
MCKENZIE LAKE,Theft OF Vehicle,,1,3,1,5,1,6,2,1,1,4,6
MCKENZIE LAKE,Theft FROM Vehicle,6,4,10,3,8,7,7,4,10,11,14,4
MCKENZIE LAKE,Social Disorder,23,29,33,42,33,43,33,50,49,32,30,24
MCKENZIE LAKE,Physical Disorder,3,,1,5,6,6,3,7,1,4,1,2
,,,,,,,,,,,,,
MCKENZIE TOWNE,Assault (Non-domestic),2,1,,1,,,,1,1,1,,2
MCKENZIE TOWNE,Commercial Robbery,,,,,,,,,1,,,
MCKENZIE TOWNE,Street Robbery,,,,,,,,,1,,,
MCKENZIE TOWNE,Violence  'Other' (Non-domestic),,,,1,1,,,2,3,,2,1
MCKENZIE TOWNE,Residential Break & Enter,9,2,10,9,,18,5,12,6,10,3,9
MCKENZIE TOWNE,Commercial Break & Enter,4,5,,1,1,4,1,,3,2,2,
MCKENZIE TOWNE,Theft OF Vehicle,8,5,9,3,3,2,6,1,5,1,10,3
MCKENZIE TOWNE,Theft FROM Vehicle,6,7,16,7,5,9,14,10,9,8,13,4
MCKENZIE TOWNE,Social Disorder,46,43,67,62,64,72,67,73,59,59,65,54
MCKENZIE TOWNE,Physical Disorder,1,4,9,13,8,6,4,8,3,8,6,5
,,,,,,,,,,,,,
MEADOWLARK PARK,Assault (Non-domestic),2,1,,2,1,,3,1,1,,1,3
MEADOWLARK PARK,Commercial Robbery,,,,,,,,,,,,
MEADOWLARK PARK,Street Robbery,,,,,,,,,,1,,2
MEADOWLARK PARK,Violence  'Other' (Non-domestic),,1,1,,3,,1,1,,,1,
MEADOWLARK PARK,Residential Break & Enter,1,1,1,,1,1,,,,,1,2
MEADOWLARK PARK,Commercial Break & Enter,,3,,2,,3,1,2,5,,,
MEADOWLARK PARK,Theft OF Vehicle,,3,1,,1,3,1,2,,,3,1
MEADOWLARK PARK,Theft FROM Vehicle,5,7,6,1,4,4,2,5,2,6,3,5
MEADOWLARK PARK,Social Disorder,20,29,38,27,42,30,25,17,36,24,32,23
MEADOWLARK PARK,Physical Disorder,3,1,6,3,1,1,1,,,2,,
,,,,,,,,,,,,,
MERIDIAN,Assault (Non-domestic),1,,,,4,,,1,2,2,1,
MERIDIAN,Commercial Robbery,,,,1,,,,,,,,
MERIDIAN,Street Robbery,,,,,1,,,1,1,,,
MERIDIAN,Violence  'Other' (Non-domestic),,,,,,,,,1,,,
MERIDIAN,Residential Break & Enter,,,,,1,,,,,,,
MERIDIAN,Commercial Break & Enter,1,,2,6,,2,4,,1,1,3,1
MERIDIAN,Theft OF Vehicle,,3,4,3,2,4,3,3,1,5,5,2
MERIDIAN,Theft FROM Vehicle,3,1,5,2,6,4,1,2,2,3,2,2
MERIDIAN,Social Disorder,15,19,14,4,13,20,18,12,13,10,7,18
MERIDIAN,Physical Disorder,2,2,1,1,,,3,1,,,1,1
,,,,,,,,,,,,,
MIDNAPORE,Assault (Non-domestic),,,,,1,,,,,,,
MIDNAPORE,Commercial Robbery,,,,,,,,1,,,,
MIDNAPORE,Street Robbery,,,,,,,,,,,,
MIDNAPORE,Violence  'Other' (Non-domestic),,1,,,1,1,,,,1,,1
MIDNAPORE,Residential Break & Enter,,2,4,,3,4,1,,2,3,,
MIDNAPORE,Commercial Break & Enter,,4,1,1,,3,3,,5,1,1,2
MIDNAPORE,Theft OF Vehicle,3,4,3,4,1,,,3,5,3,,2
MIDNAPORE,Theft FROM Vehicle,6,8,8,5,8,4,6,7,11,6,8,7
MIDNAPORE,Social Disorder,29,21,29,49,35,49,44,44,38,36,34,30
MIDNAPORE,Physical Disorder,3,3,3,4,2,6,1,5,3,2,2,1
,,,,,,,,,,,,,
MILLRISE,Assault (Non-domestic),1,,2,2,,1,,,,,,1
MILLRISE,Commercial Robbery,,,,,,,,,,,,
MILLRISE,Street Robbery,,,,,,,1,,,,,
MILLRISE,Violence  'Other' (Non-domestic),1,,1,,,,1,,,,,1
MILLRISE,Residential Break & Enter,1,,3,2,,2,,1,1,2,,3
MILLRISE,Commercial Break & Enter,,,,2,1,1,1,1,1,,1,1
MILLRISE,Theft OF Vehicle,2,1,,2,1,1,1,1,2,,,2
MILLRISE,Theft FROM Vehicle,1,,4,,4,4,6,1,6,1,6,
MILLRISE,Social Disorder,17,28,19,26,23,27,29,26,19,26,14,21
MILLRISE,Physical Disorder,,1,,4,1,1,2,3,2,1,,1
,,,,,,,,,,,,,
MISSION,Assault (Non-domestic),,2,2,,5,1,,,1,1,,
MISSION,Commercial Robbery,,,,,,,,,,,,
MISSION,Street Robbery,,,,1,2,,1,,,,1,
MISSION,Violence  'Other' (Non-domestic),1,,,,,1,,,1,1,1,
MISSION,Residential Break & Enter,2,2,,,,1,1,1,1,,,
MISSION,Commercial Break & Enter,5,9,2,3,4,3,5,,2,,3,7
MISSION,Theft OF Vehicle,4,3,5,2,,,1,,,2,2,
MISSION,Theft FROM Vehicle,5,8,7,4,3,2,4,5,5,4,5,2
